Account,Date,Tweet Text,Compound,Positive,Neutral,Negative
KelphelpOG,2018-03-20 04:59:55+00:00,"Some hella great love from you guys tonight, thank you for showin up. And a sexy special thank you to my boi… https://t.co/1QKx7DC9tU",0.9637,0.555,0.445,0.0
KelphelpOG,2018-03-20 01:53:36+00:00,"WHOOOPSSSSS I fell asleep again......We need to stop meeting like this.

Continuing Fire Emblem Geanology right now… https://t.co/HbY8e88zRd",-0.2732,0.118,0.664,0.218
KelphelpOG,2018-03-20 01:52:33+00:00,"RT @yakuzagame: ICYMI, there's a reason why Majima is strutting. #YakuzaKiwami2 is coming to the West on Aug. 28th! Pre-order the SteelBook…",0.0,0.0,1.0,0.0
KelphelpOG,2018-03-19 14:24:49+00:00,"With how this asshat took a shit on Japan and their culture, he doesn't deserve to Twitch. He made his own bed, and… https://t.co/r7oj1ENHc2",-0.5574,0.0,0.859,0.141
KelphelpOG,2018-03-19 14:22:20+00:00,@Call_Me_Pack This is fucking disgusting,-0.5709,0.0,0.52,0.48
KelphelpOG,2018-03-19 14:21:48+00:00,"@uncle_trouble_T I'm sorry man but if she goes thag low, she deserves thay title. I have no respect for dirt throwi… https://t.co/mrhkuI7tqz",-0.5499,0.139,0.536,0.325
KelphelpOG,2018-03-19 03:58:22+00:00,@Vonhunter21 @SchtServ Like wise dude. I'll try to get online and see what's good for PSO,0.8176,0.395,0.605,0.0
KelphelpOG,2018-03-19 03:57:45+00:00,@theffgamer @gallerynucleus @yakuzagame Please don't hate meeeeeeeeee,0.6483,0.514,0.486,0.0
KelphelpOG,2018-03-19 03:19:23+00:00,"@levelendstart It was absolutely beautiful and don't worry, I got what I needed signed and more! Wish you guys coul… https://t.co/pfdwbflnwf",0.8715,0.382,0.618,0.0
KelphelpOG,2018-03-18 21:16:49+00:00,RT @SchtServ: Beginning April 1rst... https://t.co/LKZvjbDh5C,0.0,0.0,1.0,0.0
KelphelpOG,2018-03-18 16:34:46+00:00,@Vonhunter21 @gallerynucleus @yakuzagame Leather jackets do all the work brotha,0.0,0.0,1.0,0.0
KelphelpOG,2018-03-18 16:34:16+00:00,@Vonhunter21 Same dude. The detail though look absolutely incredible,0.0,0.0,1.0,0.0
KelphelpOG,2018-03-18 15:52:05+00:00,RT @Rye_May21: Lady in a sandwich shop showed me this video of her son today😂😂😂 https://t.co/siKcVHwKpJ,0.0,0.0,1.0,0.0
KelphelpOG,2018-03-18 02:56:38+00:00,Been one hell of an awesome day at @gallerynucleus with so much love for the @yakuzagame. Very happy to meet series… https://t.co/gbLRqOmOCE,0.839,0.357,0.512,0.131
SpectorFaustus,2018-03-22 00:39:25+00:00,@StumpJumper1970 @gzusscripes1 @TrishCooper14 @kneadinghands @JonesRj1964 @Real_DumbTrump @Marjori87941817… https://t.co/jRwuxXU2UE,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-22 00:31:00+00:00,@CharmsMisfit @kneadinghands @StumpJumper1970 @TrishCooper14 @JonesRj1964 @Real_DumbTrump @Marjori87941817… https://t.co/fNPs7R3BJj,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-22 00:28:49+00:00,@Mindpollution3 @TrishCooper14 @pa420high @CharmsMisfit @Marjori87941817 @subliminal_cat @Sparblack1213… https://t.co/puRKCQKNLM,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-22 00:24:37+00:00,@JonesRj1964 @StumpJumper1970 @gzusscripes1 @TrishCooper14 @kneadinghands @Real_DumbTrump @Marjori87941817… https://t.co/5ugK1MSaza,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-22 00:20:16+00:00,@StumpJumper1970 @gzusscripes1 @TrishCooper14 @kneadinghands @JonesRj1964 @Real_DumbTrump @Marjori87941817… https://t.co/tlJHr4jXDn,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-22 00:19:06+00:00,@JonesRj1964 @kneadinghands @TrishCooper14 @Real_DumbTrump @Marjori87941817 @Things2018 @YerOpinion @mchovden1785… https://t.co/VB0J5oQNDJ,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-22 00:10:19+00:00,@Real_DumbTrump @StumpJumper1970 @JonesRj1964 @TrishCooper14 @Marjori87941817 @Things2018 @YerOpinion @mchovden1785… https://t.co/IY07dE7tHn,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-22 00:08:35+00:00,@kneadinghands @StumpJumper1970 @TrishCooper14 @JonesRj1964 @Real_DumbTrump @Marjori87941817 @Things2018… https://t.co/Ra5gWtyne3,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-22 00:07:05+00:00,RT @kneadinghands: @JonesRj1964 @Marjori87941817 @TrishCooper14 @CharmsMisfit @SpectorFaustus @Betterw05759703 @kaslina @WendyTruong3 @Rasm…,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-22 00:03:45+00:00,@kneadinghands @StumpJumper1970 @TrishCooper14 @JonesRj1964 @Real_DumbTrump @Marjori87941817 @Things2018… https://t.co/UZtUTY0tM9,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-21 23:58:44+00:00,@StumpJumper1970 @gzusscripes1 @TrishCooper14 @kneadinghands @JonesRj1964 @Real_DumbTrump @Marjori87941817… https://t.co/mKxIwUbZmL,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-21 23:55:21+00:00,@gzusscripes1 @StumpJumper1970 @TrishCooper14 @kneadinghands @JonesRj1964 @Real_DumbTrump @Marjori87941817… https://t.co/P9PD2O97aC,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-21 23:52:15+00:00,@gzusscripes1 @StumpJumper1970 @TrishCooper14 @kneadinghands @JonesRj1964 @Real_DumbTrump @Marjori87941817… https://t.co/xaXYUyHpgY,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-21 23:51:00+00:00,@kneadinghands @StumpJumper1970 @JonesRj1964 @Real_DumbTrump @TrishCooper14 @Marjori87941817 @Things2018… https://t.co/uw9ZSmBGsA,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-21 23:47:56+00:00,@CharmsMisfit @TrishCooper14 @Marjori87941817 @JonesRj1964 @Betterw05759703 @kaslina @WendyTruong3 @kneadinghands… https://t.co/sgMn4zl01R,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-21 23:46:30+00:00,@StumpJumper1970 @TrishCooper14 @kneadinghands @JonesRj1964 @Real_DumbTrump @Marjori87941817 @Things2018… https://t.co/PCnLzVuWal,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-21 23:44:09+00:00,@JonesRj1964 @TrishCooper14 @Real_DumbTrump @Marjori87941817 @Things2018 @YerOpinion @mchovden1785 @Mindpollution3… https://t.co/3hnuAsnP6v,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-21 23:39:48+00:00,@StumpJumper1970 @TrishCooper14 @kneadinghands @JonesRj1964 @Real_DumbTrump @Marjori87941817 @Things2018… https://t.co/af0VIxsJ7S,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-21 23:31:33+00:00,@StumpJumper1970 @TrishCooper14 @JonesRj1964 @Real_DumbTrump @Marjori87941817 @Things2018 @YerOpinion @mchovden1785… https://t.co/kvw0P0hAMv,0.0,0.0,1.0,0.0
SpectorFaustus,2018-03-21 23:25:31+00:00,@StumpJumper1970 @JonesRj1964 @Real_DumbTrump @TrishCooper14 @Marjori87941817 @Things2018 @YerOpinion @mchovden1785… https://t.co/GJvI8y1u6n,0.0,0.0,1.0,0.0
modelsehun94,2018-03-22 00:20:06+00:00,RT @laypics_: CONVERSE https://t.co/YeN7L6B75c,0.0,0.0,1.0,0.0
modelsehun94,2018-03-21 22:47:19+00:00,"RT @12Celsius: [INFO] World &amp; Reggae will be the Main Genre of EXO-CBX 1st Japan Album 『MAGIC』✨

#EXO @weareoneEXO https://t.co/eLuMudH211",0.0,0.0,1.0,0.0
modelsehun94,2018-03-21 20:49:50+00:00,RT @styleshrrrys: RT FOR GOOD LUCK AT CONCERTS THIS YEAR https://t.co/QKEgLzV4CP,0.8109,0.45,0.55,0.0
modelsehun94,2018-03-21 19:16:28+00:00,RT @knockknock0408: #엑소 #EXO @weareoneEXO https://t.co/lOig6fytPA,0.0,0.0,1.0,0.0
modelsehun94,2018-03-21 11:56:13+00:00,RT @am_drtht: rt or bad luck for concerts all your life https://t.co/fWkDOculMB,-0.128,0.182,0.606,0.212
modelsehun94,2018-03-21 11:33:30+00:00,"RT @Levis_kor: KAI’S PICK ITEM

유니크한 디테일이 돋보이는 트러커 자켓에 그래픽 티셔츠와 510 스키니 핏 진으로 
리바이스 아이코닉 데님 스타일을 완성한 카이!

제품 정보가 더 알고 싶다면?
▶https://t.co/DN…",0.0,0.0,1.0,0.0
modelsehun94,2018-03-21 11:16:25+00:00,"RT @mysehuniverse: Kang Hyuk is going to beat them all into a pulp and I think that's beautiful
 Dokgo Rewind is as real as it can get! It'…",0.636,0.144,0.856,0.0
modelsehun94,2018-03-21 11:09:06+00:00,RT @cocoonedsoul: omg the freelance editor of l’officiel is simply GUSHING about jongin *^* he said jongin’s interview inspired him positiv…,0.6597,0.221,0.779,0.0
modelsehun94,2018-03-21 10:44:36+00:00,"RT @EXOGlobal: [OFFICIAL] 180321 Sehun Instagram Update: “# Supreme # Dr.martens # Undercover # PublicEnemies ‼️”
https://t.co/EtR0NGnH3S…",0.5574,0.217,0.783,0.0
modelsehun94,2018-03-21 10:34:53+00:00,"RT @1110_12L__: EXO PLANET #4 -The ElyXiOn - in JAPAN 放送直前スペシャル

Cosmic Railway https://t.co/TXVI6tKlIa",0.0,0.0,1.0,0.0
modelsehun94,2018-03-21 10:28:27+00:00,"RT @1110_12L__: EXO PLANET #4 -The ElyXiOn - in JAPAN 放送直前スペシャル

Electric Kiss https://t.co/WyaaPP7zdP",0.4215,0.189,0.811,0.0
modelsehun94,2018-03-21 10:24:10+00:00,"RT @milkysehun412: [HQ] 180318 SEHUN 세훈 cr. MAD TEA PARTY
https://t.co/e2rsWYDz2l
https://t.co/Fv7xRvAv4F
https://t.co/zjytWyUfYu
https://t…",-0.128,0.177,0.62,0.203
modelsehun94,2018-03-21 10:21:19+00:00,RT @wordjoah5: NCT U - BLACK ON BLACK https://t.co/HzUlS9WkFf,0.0,0.0,1.0,0.0
modelsehun94,2018-03-21 10:19:33+00:00,"RT @JonginHyper: Aahh this was Jongin's reaction when seeing that fans' project
He was so cute 😄.. he looked embarrassed but so thankful to…",0.8005,0.258,0.685,0.057
modelsehun94,2018-03-21 09:53:15+00:00,"RT @oshunini: mpst was tired of seeing wrinkles on jongins shirt n bought him a damn steamer but hes still,,,,,,,,, https://t.co/bRn7vvd7Pt",-0.4215,0.0,0.817,0.183
modelsehun94,2018-03-21 08:41:36+00:00,RT @knockknock0408: https://t.co/tvyvn7UYea,0.0,0.0,1.0,0.0
modelsehun94,2018-03-21 08:26:35+00:00,"RT @weareoneEXO: 📺 #김준면 주연의 ‘#리치맨’ 방송 편성 확정! 
일본의 인기 드라마를 리메이크 한 ‘리치맨’이 오는 5월 드라맥스와 MBN 수목극 편성을 확정지었습니다.
5월 9일 수요일 밤 11시에 김준면의 티격태격 달달 로맨스를…",0.0,0.0,1.0,0.0
modelsehun94,2018-03-21 07:38:49+00:00,"RT @weareoneEXO: SM-현대차 두 번째 협업 ‘쏠라티 무빙 호텔’ 공개!
’쏠라티 무빙 호텔’은 차량에서 많은 시간을 보내는 아티스트들을 위한 새로운 개념의 이동 공간으로 쏠라티 리무진을 기반으로 커스터마이징된 차량입니다.
‘쏠라티 무빙…",0.0,0.0,1.0,0.0
modelsehun94,2018-03-21 07:38:28+00:00,"RT @OH_mes: Rich Man, Poor Woman starring EXO Suho, Ha Yeon Soo, Oh Chang Suk, and Kim Ye Won, will air its first episode May 9 on MBN

htt…",0.765,0.264,0.652,0.084
modelsehun94,2018-03-21 05:13:32+00:00,"RT @Nyeog_KS: [Fanart] #kaisoo ft Suho: Be careful! 
🐧🐻💕🐰 https://t.co/IOFwsFHJXN",0.2244,0.174,0.826,0.0
dkaminsky,2018-03-21 14:38:50+00:00,Lol. I’m am apparently really neurotic and fairly disagreeable by this standard. https://t.co/GAXuYbXKdK,-0.3804,0.154,0.55,0.296
dkaminsky,2018-03-21 02:33:25+00:00,"As a former resident, I approve. https://t.co/Of8sF9ubRJ",0.0,0.0,1.0,0.0
dkaminsky,2018-03-21 02:27:34+00:00,Better than the original. More believable. https://t.co/SYgcu8dPgu,0.6369,0.51,0.49,0.0
dkaminsky,2018-03-21 00:48:17+00:00,Either I’m a woman or this is not just a woman thing. https://t.co/pqZUpTs4rx,0.0,0.0,1.0,0.0
dkaminsky,2018-03-21 00:45:58+00:00,@brianstitt Two words: spicy mustard,0.0,0.0,1.0,0.0
