Account,Date,Tweet Text,Compound,Positive,Neutral,Negative
microdosinghgh,2018-03-23 17:37:18+00:00,"If you have knowledge, let others light their candles in it.  – Margaret Fuller #quote https://t.co/O5EMDQdohS",0.0,0.0,1.0,0.0
microdosinghgh,2018-03-23 17:17:27+00:00,"Invest in yourself, the ROI will amaze you! #quote https://t.co/4cvhHz4w6u",0.5848,0.296,0.704,0.0
microdosinghgh,2018-03-23 17:07:12+00:00,"In the midst of these hard times, it is our good health and good sleep that are enjoyable. Knute Nelson #FitQuote #Fitness",0.8074,0.31,0.641,0.05
microdosinghgh,2018-03-23 16:52:14+00:00,"""Sometimes when you stop and feel in your body, it is not always pleasant.  That's where the key to healing begins.""   -  #MindBodyThoughts",-0.5996,0.0,0.803,0.197
microdosinghgh,2018-03-23 16:37:21+00:00,There is real magic in enthusiasm. It spells the difference between mediocrity and accomplishment. – Norman Vincent… https://t.co/unkpceGKWV,0.3818,0.151,0.781,0.068
microdosinghgh,2018-03-23 16:17:18+00:00,"Do not go gentle into that good night. Rage, rage against the dying of the light. - Dylan Thomas #quote https://t.co/AE9G1vKZih",-0.7721,0.102,0.561,0.337
microdosinghgh,2018-03-23 15:52:12+00:00,"""The felt sense is the key to the Mind Body Connection.""  -  #MindBodyThoughts",0.0,0.0,1.0,0.0
Pault040264,2018-03-23 11:39:57+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/jrlHFVayMG,0.0,0.0,1.0,0.0
Pault040264,2018-03-23 11:00:41+00:00,"Figures from BBC website.....just think how much NHS could save if we just ate better , stopped… https://t.co/KkLhFwN1xu",0.7269,0.289,0.711,0.0
Pault040264,2018-03-23 10:57:45+00:00,Figures from BBC website.....just think how much NHS could save if we just ate better and… https://t.co/KkLhFwN1xu,0.7269,0.289,0.711,0.0
Pault040264,2018-03-23 07:15:13+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/1NqT6t4kYc,0.0,0.0,1.0,0.0
Pault040264,2018-03-23 07:14:51+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/9jNpeUrt7v,0.0,0.0,1.0,0.0
Pault040264,2018-03-23 07:14:01+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/vklVGdkLjM,0.0,0.0,1.0,0.0
Pault040264,2018-03-22 11:46:25+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/Hp0VzrETRY,0.0,0.0,1.0,0.0
Pault040264,2018-03-22 07:17:38+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/1FT6hd0gwj,0.0,0.0,1.0,0.0
Pault040264,2018-03-22 07:17:00+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/F4QcD2xkUm,0.0,0.0,1.0,0.0
Pault040264,2018-03-22 07:16:25+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/a6QQUQBXy5,0.0,0.0,1.0,0.0
Pault040264,2018-03-21 11:40:36+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/FpDUgstjHb,0.0,0.0,1.0,0.0
Pault040264,2018-03-21 07:18:32+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/xdtXoCpzc9,0.0,0.0,1.0,0.0
Pault040264,2018-03-21 07:17:54+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/ZlRHMxOahl,0.0,0.0,1.0,0.0
Pault040264,2018-03-21 07:17:23+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/sgNBGHVNSv,0.0,0.0,1.0,0.0
Pault040264,2018-03-21 05:38:14+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/CoiZ4CFCDv,0.0,0.0,1.0,0.0
Pault040264,2018-03-20 21:29:20+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/4cy124h2ej,0.0,0.0,1.0,0.0
Pault040264,2018-03-20 21:28:42+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/YJrz2lMOCa,0.0,0.0,1.0,0.0
Pault040264,2018-03-20 21:26:45+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/MQ4FesQDQc,0.0,0.0,1.0,0.0
Pault040264,2018-03-20 21:26:26+00:00,#motivation #workout #getfit #diet #nopainnogain #bodybuilding #strong #cardio #training… https://t.co/qfYDq5GoQN,0.0,0.0,1.0,0.0
